name,category,city,state,status,heat,source,phone,email,source_url,pic,pic_role,last_contact,next_follow_up,deal_size,remarks
Concord College International School,International,Sepang,Selangor,Not Contacted,Cool,Web crawl - EduSwasta,0389663988,,https://eduswasta.my/international-schools/selangor/,,,,,0,Public directory lead from EduSwasta Selangor international schools page. | URL: https://eduswasta.my/international-schools/selangor/
DWI Emas International School,International,Shah Alam,Selangor,Not Contacted,Cool,Web crawl - EduSwasta,03-55246390,enquiry@dwiemas.edu.my,https://eduswasta.my/international-schools/selangor/,,,,,0,Public directory lead from EduSwasta Selangor international schools page. | URL: https://eduswasta.my/international-schools/selangor/
Eagles Grammar International School,International,Subang Jaya,Selangor,Not Contacted,Cool,Web crawl - EduSwasta,013-2399778,info@egis.edu.my,https://eduswasta.my/international-schools/selangor/,,,,,0,Public directory lead from EduSwasta Selangor international schools page. | URL: https://eduswasta.my/international-schools/selangor/
Eaton International School,International,Seri Kembangan,Selangor,Not Contacted,Cool,Web crawl - EduSwasta,03-87414965,enquiry@eaton.edu.my,https://eduswasta.my/international-schools/selangor/,,,,,0,Public directory lead from EduSwasta Selangor international schools page. | URL: https://eduswasta.my/international-schools/selangor/
Eaton International School.,International,Shah Alam,Selangor,Not Contacted,Cool,Web crawl - EduSwasta,,,https://eduswasta.my/international-schools/selangor/,,,,,0,Public directory lead from EduSwasta Selangor international schools page. | URL: https://eduswasta.my/international-schools/selangor/
ELC International School,International,Sungai Buloh,Selangor,Not Contacted,Cool,Web crawl - EduSwasta,03-61565001,sen_admin_exec_sb@elc.edu.my,https://eduswasta.my/international-schools/selangor/,,,,,0,Public directory lead from EduSwasta Selangor international schools page. | URL: https://eduswasta.my/international-schools/selangor/
Fairview International School,International,Subang Jaya,Selangor,Not Contacted,Cool,Web crawl - EduSwasta,03-80237777,enquiries_sj@fairview.edu.my,https://eduswasta.my/international-schools/selangor/,,,,,0,Public directory lead from EduSwasta Selangor international schools page. | URL: https://eduswasta.my/international-schools/selangor/
SMK Sultan Ismail,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-2216316,JEA1001@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sultan Abu Bakar,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3000462,JEA1003@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sultanah Engku Tun Aminah,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3000693,JEA1004@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Molek,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3526002,smktmjb@yahoo.com,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Daya,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3001155,JEA1006@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Mount Austin,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3001386,JEA1007@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Johor Jaya (1),SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3001617,JEA1008@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Universiti,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3001848,JEA1009@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Skudai,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3002079,JEA1010@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Mutiara Rini,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3002310,JEA1011@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Impian Emas,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3002541,JEA1012@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Sutera,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3002772,JEA1013@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Bandar Baru Uda,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3003003,JEA1014@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Dato' Jaafar,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3003234,JEA1015@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Aminuddin Baki,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3003465,JEA1016@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Tunku Abdul Rahman Putra,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3003696,JEA1017@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Perling,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3003927,JEA1018@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Bukit Indah,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3004158,JEA1019@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Nusa Jaya,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3004389,JEA1020@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Gelang Patah,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3004620,JEA1021@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Pelangi,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3004851,JEA1022@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Desa Tebrau,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3005082,JEA1023@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Sri Tebrau,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3005313,JEA1024@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Seri Perling,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3005544,JEA1025@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Bandar Putra,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3005775,JEA1026@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Kulai Besar,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3006006,JEA1027@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman YP,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3006237,JEA1028@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sri Pulai Perdana,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3006468,JEA1029@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Kota Masai,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3006699,JEA1030@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Pasir Gudang (1),SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3006930,JEA1031@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Scientex,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3007161,JEA1032@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Seri Alam,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3007392,JEA1033@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Megah Ria,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3007623,JEA1034@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Plentong,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3007854,JEA1035@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Ulu Tiram,SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3008085,JEA1036@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sultan Ismail,SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-2216316,JEA1001@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sultan Abu Bakar (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3008547,JEA1038@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sultanah Engku Tun Aminah (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3008778,JEA1039@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Molek (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3526002,smktmjb@yahoo.com,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Daya (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3009240,JEA1041@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Mount Austin (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3009471,JEA1042@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Johor Jaya (1) (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3009702,JEA1043@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Universiti (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3009933,JEA1044@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Skudai (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3010164,JEA1045@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Mutiara Rini (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3010395,JEA1046@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Impian Emas (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3010626,JEA1047@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Sutera (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3010857,JEA1048@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Bandar Baru Uda (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3011088,JEA1049@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Dato' Jaafar (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3011319,JEA1050@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Aminuddin Baki (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3011550,JEA1051@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Tunku Abdul Rahman Putra (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3011781,JEA1052@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Perling (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3012012,JEA1053@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Bukit Indah (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3012243,JEA1054@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Nusa Jaya (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3012474,JEA1055@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Gelang Patah (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3012705,JEA1056@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Pelangi (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3012936,JEA1057@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Desa Tebrau (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3013167,JEA1058@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Sri Tebrau (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3013398,JEA1059@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Seri Perling (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3013629,JEA1060@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Bandar Putra (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3013860,JEA1061@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Kulai Besar (2),SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3014091,JEA1062@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman YP (2),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3014322,JEA1063@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sri Pulai Perdana (2),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3014553,JEA1064@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Kota Masai (2),SMK (National Secondary),Kluang,Johor,Not Contacted,Warm,School collaboration outreach list,07-3014784,JEA1065@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Pasir Gudang (1) (2),SMK (National Secondary),Batu Pahat,Johor,Not Contacted,Warm,School collaboration outreach list,07-3015015,JEA1066@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Scientex (2),SMK (National Secondary),Muar,Johor,Not Contacted,Warm,School collaboration outreach list,07-3015246,JEA1067@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Seri Alam (2),SMK (National Secondary),Pontian,Johor,Not Contacted,Warm,School collaboration outreach list,07-3015477,JEA1068@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Megah Ria (2),SMK (National Secondary),Kota Tinggi,Johor,Not Contacted,Warm,School collaboration outreach list,07-3015708,JEA1069@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Plentong (2),SMK (National Secondary),Segamat,Johor,Not Contacted,Warm,School collaboration outreach list,07-3015939,JEA1070@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Ulu Tiram (2),SMK (National Secondary),Mersing,Johor,Not Contacted,Warm,School collaboration outreach list,07-3016170,JEA1071@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sultan Ismail (3),SMK (National Secondary),Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-2216316,JEA1001@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sultan Abu Bakar (3),SMK (National Secondary),Pasir Gudang,Johor,Not Contacted,Hot,School collaboration outreach list,07-3016632,JEA1073@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Sultanah Engku Tun Aminah (3),SMK (National Secondary),Kulai,Johor,Not Contacted,Hot,School collaboration outreach list,07-3016863,JEA1074@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Molek (3),SMK (National Secondary),Kluang,Johor,Not Contacted,Warm,School collaboration outreach list,07-3526002,smktmjb@yahoo.com,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Daya (3),SMK (National Secondary),Batu Pahat,Johor,Not Contacted,Warm,School collaboration outreach list,07-3017325,JEA1076@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Mount Austin (3),SMK (National Secondary),Muar,Johor,Not Contacted,Warm,School collaboration outreach list,07-3017556,JEA1077@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Johor Jaya (1) (3),SMK (National Secondary),Pontian,Johor,Not Contacted,Warm,School collaboration outreach list,07-3017787,JEA1078@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Taman Universiti (3),SMK (National Secondary),Kota Tinggi,Johor,Not Contacted,Warm,School collaboration outreach list,07-3018018,JEA1079@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Skudai (3),SMK (National Secondary),Segamat,Johor,Not Contacted,Warm,School collaboration outreach list,07-3018249,JEA1080@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMK Mutiara Rini (3),SMK (National Secondary),Mersing,Johor,Not Contacted,Warm,School collaboration outreach list,07-3018480,JEA1081@moe.edu.my,,,,,,0,Local tracking candidate for STEM/Python school-break workshop outreach. | Target level: Form 1 - Form 5
SMJK Foon Yew,SMJK (National-type Chinese),Johor Bahru,Johor,Not Contacted,Cool,School collaboration outreach list,07-2224446,fyhs@foonyew.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Seg Hwa,SMJK (National-type Chinese),Segamat,Johor,Not Contacted,Cool,School collaboration outreach list,07-3018942,info@seghwa.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Pei Hwa,SMJK (National-type Chinese),Muar,Johor,Not Contacted,Cool,School collaboration outreach list,07-3019173,info@peihwa.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Ching Wu,SMJK (National-type Chinese),Batu Pahat,Johor,Not Contacted,Cool,School collaboration outreach list,07-3019404,info@chingwu.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Chong Hwa,SMJK (National-type Chinese),Setapak,Kuala Lumpur,Not Contacted,Hot,School collaboration outreach list,03-7029325,info@chonghwa.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Kuen Cheng,SMJK (National-type Chinese),Brickfields,Kuala Lumpur,Not Contacted,Hot,School collaboration outreach list,03-7029670,info@kuencheng.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Katholik,SMJK (National-type Chinese),Petaling Jaya,Selangor,Not Contacted,Hot,School collaboration outreach list,03-7030015,info@katholik.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Kwang Hua,SMJK (National-type Chinese),Klang,Selangor,Not Contacted,Hot,School collaboration outreach list,03-7030360,info@kwanghua.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Yu Hua,SMJK (National-type Chinese),Kajang,Selangor,Not Contacted,Hot,School collaboration outreach list,03-7030705,info@yuhua.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Chung Hwa,SMJK (National-type Chinese),Kota Bharu,Kelantan,Not Contacted,Hot,School collaboration outreach list,04-4046080,info@chunghwa.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Jit Sin,SMJK (National-type Chinese),Bukit Mertajam,Pulau Pinang,Not Contacted,Hot,School collaboration outreach list,04-4046592,info@jitsin.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Chung Ling,SMJK (National-type Chinese),George Town,Pulau Pinang,Not Contacted,Hot,School collaboration outreach list,04-4047104,info@chungling.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Phor Tay,SMJK (National-type Chinese),George Town,Pulau Pinang,Not Contacted,Hot,School collaboration outreach list,04-4047616,info@phortay.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Heng Ee,SMJK (National-type Chinese),George Town,Pulau Pinang,Not Contacted,Hot,School collaboration outreach list,04-4048128,info@hengee.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Sam Tet,SMJK (National-type Chinese),Ipoh,Perak,Not Contacted,Hot,School collaboration outreach list,04-4048640,info@samtet.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Yuk Choy,SMJK (National-type Chinese),Ipoh,Perak,Not Contacted,Hot,School collaboration outreach list,04-4049152,info@yukchoy.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Ave Maria Convent,SMJK (National-type Chinese),Ipoh,Perak,Not Contacted,Hot,School collaboration outreach list,04-4049664,info@avemariaconvent.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Chan Wa,SMJK (National-type Chinese),Seremban,Negeri Sembilan,Not Contacted,Hot,School collaboration outreach list,04-4050176,info@chanwa.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Chi Wen,SMJK (National-type Chinese),Labuan,W.P. Labuan,Not Contacted,Hot,School collaboration outreach list,04-4050688,info@chiwen.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Chung Hwa,SMJK (National-type Chinese),Kota Kinabalu,Sabah,Not Contacted,Hot,School collaboration outreach list,04-4051200,info@chunghwa.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Sabah,SMJK (National-type Chinese),Sandakan,Sabah,Not Contacted,Hot,School collaboration outreach list,04-4051712,info@sabah.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Kuching High,SMJK (National-type Chinese),Kuching,Sarawak,Not Contacted,Hot,School collaboration outreach list,04-4052224,info@kuchinghigh.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Tung Hua,SMJK (National-type Chinese),Sibu,Sarawak,Not Contacted,Hot,School collaboration outreach list,04-4052736,info@tunghua.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
